citizenId,age,gender,archetype,socialCreditScore,trust,fear,altruism,ambition,curiosity,routine,riskAverse,techSavvy,socialEngagement,healthConsciousness
ALPHA-75-239,49,Male,The Disillusioned Artist,50.2541,0.4382,0.7988,0.7340,0.6475,0.8808,0.2244,0.5289,0.3661,0.2921,0.4213
ALPHA-07-006,71,Female,The Community Builder,70.4393,0.7245,0.7779,0.8354,0.8743,0.8493,0.4082,0.4655,0.8514,0.8525,0.6327
ALPHA-65-545,44,Female,The Idealistic Activist,58.2113,0.8469,0.8475,0.8888,0.4443,0.2692,0.1209,0.3740,0.3809,0.9336,0.5828
ALPHA-54-600,42,Female,The Disillusioned Artist,54.0481,0.3714,0.5917,0.4807,0.2720,0.9182,0.1627,0.4486,0.4801,0.4377,0.5142
ALPHA-79-346,54,Female,The Idealistic Activist,54.9515,0.6269,0.7137,0.9816,0.1656,0.1587,0.1873,0.4143,0.1421,0.8820,0.2103
ALPHA-52-090,52,Male,The Stoic Engineer,67.7698,0.5658,0.2949,0.8324,0.7306,0.7492,0.6363,0.7133,0.8201,0.2167,0.1271
ALPHA-41-342,46,Female,The Community Builder,76.4277,0.8191,0.2596,0.8070,0.8918,0.4541,0.7165,0.3634,0.5421,0.7914,0.8175
ALPHA-87-848,50,Male,The Disillusioned Artist,57.0077,0.1666,0.7565,0.6560,0.6011,0.8351,0.3691,0.4741,0.5331,0.3933,0.4956
ALPHA-54-613,46,Male,The Disillusioned Artist,51.2446,0.3910,0.5536,0.5487,0.3547,0.8988,0.2502,0.4833,0.4611,0.5645,0.4139
ALPHA-88-472,74,Male,The Idealistic Activist,55.3556,0.5133,0.1865,0.9788,0.2363,0.5502,0.3117,0.4253,0.2818,0.8061,0.1097
ALPHA-53-128,37,Female,The Stoic Engineer,57.8575,0.5050,0.3605,0.3975,0.3132,0.8309,0.6985,0.6207,0.7811,0.3030,0.5942
ALPHA-54-382,57,Female,The Community Builder,69.3130,0.7716,0.6761,0.7653,0.4062,0.7543,0.4909,0.6728,0.8326,0.9873,0.5328
ALPHA-07-345,16,Male,The Ambitious Entrepreneur,48.6917,0.5397,0.3655,0.4231,0.9005,0.1844,0.4753,0.2352,0.6486,0.5388,0.4439
ALPHA-44-890,32,Female,The Disillusioned Artist,49.7564,0.1236,0.6127,0.4082,0.4482,0.7920,0.3090,0.4923,0.6562,0.2901,0.3658
ALPHA-14-107,33,Female,The Disillusioned Artist,48.1601,0.1299,0.7953,0.7897,0.1327,0.9633,0.2589,0.3884,0.8281,0.2000,0.6248
ALPHA-44-636,47,Male,The Cautious Observer,71.2592,0.4647,0.7593,0.8325,0.1644,0.3004,0.8552,0.8834,0.1118,0.1488,0.2027
ALPHA-10-860,33,Male,The Community Builder,72.5023,0.7585,0.4135,0.9180,0.4814,0.8159,0.7104,0.5332,0.5406,0.7276,0.8919
ALPHA-71-881,35,Male,The Stoic Engineer,62.8667,0.3091,0.4883,0.4826,0.6280,0.9195,0.7608,0.7694,0.7558,0.3112,0.5950
ALPHA-20-266,43,Female,The Stoic Engineer,59.3770,0.6404,0.3078,0.1233,0.6252,0.8188,0.8686,0.6570,0.9289,0.2933,0.4884
ALPHA-31-858,37,Female,The Community Builder,81.1670,0.9014,0.1866,0.9829,0.1774,0.5572,0.7580,0.7211,0.3719,0.9846,0.5301
ALPHA-30-949,31,Female,The Disillusioned Artist,49.7801,0.2055,0.7706,0.7943,0.1770,0.7001,0.2822,0.3922,0.6499,0.5794,0.1225
ALPHA-94-028,32,Male,The Cautious Observer,59.3098,0.4200,0.8391,0.3645,0.3840,0.6497,0.6206,0.8571,0.8425,0.1795,0.3031
ALPHA-03-394,34,Female,The Community Builder,77.6456,0.8348,0.4027,0.8305,0.5209,0.2211,0.5513,0.7982,0.5613,0.8924,0.5799
ALPHA-36-698,26,Female,The Idealistic Activist,53.2474,0.7293,0.6419,0.7847,0.2793,0.5684,0.2713,0.2228,0.5626,0.9235,0.3449
ALPHA-31-027,38,Male,The Community Builder,73.1518,0.6840,0.8371,0.8642,0.6471,0.5128,0.4159,0.7397,0.6053,0.9500,0.5943
ALPHA-93-684,20,Female,The Disillusioned Artist,48.2447,0.1016,0.5207,0.4947,0.1606,0.9572,0.3435,0.4084,0.2137,0.4437,0.3573
ALPHA-38-220,33,Female,The Community Builder,68.2332,0.7511,0.6726,0.9231,0.8723,0.2363,0.5870,0.2399,0.6311,0.7085,0.6900
ALPHA-68-197,17,Male,The Disillusioned Artist,36.6007,0.2227,0.7666,0.4395,0.6234,0.8898,0.1709,0.2048,0.8966,0.4014,0.2759
ALPHA-42-922,35,Male,The Stoic Engineer,68.5016,0.4240,0.2426,0.8124,0.1423,0.8912,0.7042,0.7638,0.7407,0.3182,0.7481
ALPHA-88-071,37,Female,The Cautious Observer,62.9692,0.2401,0.9045,0.1369,0.1778,0.6894,0.8500,0.8711,0.8222,0.1342,0.8325
ALPHA-90-836,37,Female,The Cautious Observer,68.0613,0.4116,0.6055,0.4867,0.4020,0.7703,0.8836,0.7733,0.6503,0.1274,0.5060
ALPHA-78-656,63,Female,The Idealistic Activist,57.8327,0.8368,0.7693,0.9861,0.7866,0.7447,0.2727,0.3195,0.1943,0.9026,0.1317
ALPHA-42-300,75,Male,The Community Builder,65.7614,0.7738,0.3917,0.8060,0.4151,0.7917,0.6795,0.3191,0.8969,0.7713,0.7156
ALPHA-85-841,39,Female,The Idealistic Activist,68.6639,0.7397,0.3770,0.9606,0.6439,0.3867,0.3264,0.2772,0.1414,0.7022,0.6665
ALPHA-44-703,72,Male,The Ambitious Entrepreneur,48.9312,0.4128,0.3038,0.2394,0.9100,0.6362,0.5244,0.2311,0.7976,0.6693,0.5350
ALPHA-96-569,30,Female,The Cautious Observer,67.9875,0.4777,0.7347,0.5932,0.6479,0.2815,0.8453,0.8826,0.8214,0.1110,0.3582
ALPHA-34-562,60,Male,The Stoic Engineer,71.4341,0.3899,0.4028,0.8924,0.3593,0.7016,0.6892,0.8477,0.8733,0.1598,0.7065
ALPHA-73-726,36,Female,The Cautious Observer,70.4536,0.2367,0.7898,0.6542,0.8505,0.4651,0.8385,0.8243,0.4934,0.1250,0.8381
ALPHA-24-135,52,Male,The Cautious Observer,65.6727,0.4992,0.7191,0.5703,0.4119,0.2345,0.6956,0.7474,0.4588,0.2937,0.8305
ALPHA-14-371,44,Male,The Disillusioned Artist,46.4815,0.3103,0.7280,0.7048,0.8652,0.8425,0.3120,0.5067,0.4935,0.4932,0.2329
ALPHA-43-640,43,Female,The Ambitious Entrepreneur,46.5512,0.1126,0.5065,0.1317,0.7158,0.6006,0.3069,0.2739,0.8755,0.5350,0.6208
ALPHA-51-751,67,Male,The Community Builder,74.9210,0.9455,0.6063,0.7153,0.8963,0.2899,0.4195,0.8175,0.4930,0.7156,0.7443
ALPHA-43-823,36,Female,The Idealistic Activist,62.4591,0.6801,0.5523,0.7807,0.3388,0.5221,0.4517,0.2800,0.4590,0.8390,0.4188
ALPHA-77-994,29,Male,The Ambitious Entrepreneur,55.2831,0.3952,0.4431,0.4766,0.9804,0.8493,0.5554,0.3137,0.9291,0.8013,0.3455
ALPHA-36-407,38,Male,The Stoic Engineer,62.0575,0.5623,0.3544,0.5365,0.6409,0.8965,0.6524,0.6184,0.8480,0.1083,0.1303
ALPHA-91-796,54,Female,The Community Builder,74.1385,0.6702,0.6459,0.9596,0.4996,0.2269,0.6678,0.2237,0.4670,0.9064,0.8773
ALPHA-77-479,25,Female,The Cautious Observer,62.9541,0.2182,0.7253,0.7351,0.1458,0.8897,0.6837,0.7332,0.1741,0.3333,0.2190
ALPHA-50-259,45,Female,The Community Builder,75.6476,0.8580,0.3003,0.8048,0.1288,0.7146,0.5526,0.7920,0.5394,0.8645,0.8283
ALPHA-76-870,49,Female,The Idealistic Activist,47.3244,0.5122,0.8995,0.7612,0.3389,0.4232,0.2828,0.2894,0.2264,0.6137,0.2740
ALPHA-39-164,19,Female,The Ambitious Entrepreneur,49.7332,0.5253,0.7346,0.1439,0.7655,0.5040,0.5193,0.2137,0.7067,0.7009,0.8587
ALPHA-80-791,49,Female,The Community Builder,70.7229,0.7014,0.3844,0.9111,0.2131,0.5798,0.7367,0.3900,0.6579,0.7053,0.7484
ALPHA-60-835,81,Female,The Ambitious Entrepreneur,53.9794,0.5144,0.6598,0.3402,0.7441,0.5162,0.4908,0.1168,0.8577,0.8397,0.7907
ALPHA-41-527,56,Male,The Stoic Engineer,76.0521,0.3023,0.2472,0.8769,0.1505,0.7819,0.6211,0.7817,0.7832,0.2386,0.8971
ALPHA-59-908,42,Male,The Cautious Observer,67.2049,0.2839,0.9270,0.8569,0.7562,0.1758,0.7129,0.8304,0.5215,0.2937,0.2955
ALPHA-96-187,20,Male,The Ambitious Entrepreneur,63.1991,0.6280,0.8977,0.7447,0.9635,0.2322,0.5886,0.3241,0.6532,0.8430,0.6962
ALPHA-43-820,67,Female,The Disillusioned Artist,51.3440,0.3236,0.7289,0.5355,0.6706,0.7741,0.3876,0.2714,0.5340,0.2104,0.5092
ALPHA-73-167,52,Female,The Disillusioned Artist,54.9548,0.2923,0.5909,0.7930,0.6177,0.8039,0.1989,0.5182,0.2770,0.4451,0.4317
ALPHA-92-355,67,Male,The Ambitious Entrepreneur,48.3935,0.5710,0.8772,0.1903,0.9848,0.7750,0.4475,0.2128,0.9161,0.8445,0.4347
ALPHA-45-878,77,Female,The Stoic Engineer,60.2879,0.3699,0.2479,0.3734,0.2073,0.7516,0.8856,0.8222,0.8264,0.3465,0.4971
ALPHA-78-791,49,Male,The Cautious Observer,63.0843,0.4451,0.8658,0.6256,0.7273,0.8319,0.6206,0.9267,0.3555,0.3781,0.4275
ALPHA-67-520,56,Female,The Cautious Observer,56.7179,0.3679,0.8657,0.1104,0.5934,0.5569,0.6616,0.8025,0.2683,0.2277,0.7964
ALPHA-92-236,40,Female,The Stoic Engineer,70.7981,0.6764,0.4854,0.8566,0.5336,0.7056,0.7077,0.8606,0.7492,0.2384,0.3994
ALPHA-68-815,47,Female,The Cautious Observer,69.3413,0.4032,0.6314,0.5248,0.1245,0.8171,0.7609,0.8449,0.7528,0.2998,0.8124
ALPHA-24-744,39,Male,The Ambitious Entrepreneur,58.3692,0.8295,0.3583,0.5065,0.9386,0.2543,0.3315,0.3385,0.6658,0.8340,0.2301
ALPHA-58-925,29,Female,The Cautious Observer,58.9933,0.3448,0.7430,0.5120,0.7906,0.4577,0.6693,0.7468,0.8709,0.1145,0.3074
ALPHA-51-567,36,Female,The Disillusioned Artist,56.9752,0.4799,0.7570,0.5297,0.8215,0.9037,0.3658,0.4037,0.5541,0.4268,0.5272
ALPHA-49-593,38,Female,The Stoic Engineer,64.6778,0.6036,0.3081,0.1013,0.8476,0.9283,0.7141,0.8799,0.7433,0.3223,0.5812
ALPHA-80-797,52,Female,The Idealistic Activist,70.6993,0.7608,0.3292,0.7915,0.7990,0.3236,0.3941,0.4461,0.1493,0.9204,0.8053
ALPHA-67-098,38,Male,The Ambitious Entrepreneur,49.8613,0.1799,0.4883,0.6303,0.7123,0.1004,0.5351,0.2292,0.8073,0.8419,0.3497
ALPHA-02-360,37,Female,The Disillusioned Artist,56.6659,0.3948,0.5488,0.5995,0.7375,0.7458,0.1782,0.3144,0.7976,0.2138,0.8875
ALPHA-61-750,46,Female,The Community Builder,71.8487,0.8109,0.1546,0.9178,0.4366,0.5870,0.5963,0.7331,0.3544,0.7694,0.6823
ALPHA-59-147,23,Male,The Ambitious Entrepreneur,57.3395,0.6979,0.5738,0.7656,0.9147,0.8131,0.5015,0.1815,0.8992,0.6612,0.4889
ALPHA-91-287,29,Male,The Community Builder,67.3502,0.8462,0.3704,0.8116,0.4123,0.8389,0.6778,0.2321,0.3496,0.9152,0.5327
ALPHA-25-674,41,Male,The Idealistic Activist,63.9284,0.6125,0.6958,0.7104,0.8256,0.7092,0.1507,0.4555,0.6297,0.7304,0.7270
ALPHA-86-971,51,Female,The Community Builder,76.5079,0.7781,0.8112,0.8349,0.7050,0.4093,0.6313,0.7565,0.3688,0.7566,0.5656
ALPHA-12-363,59,Male,The Disillusioned Artist,58.7150,0.3721,0.7845,0.7552,0.3667,0.9759,0.1232,0.5989,0.3675,0.2752,0.6019
ALPHA-31-873,36,Female,The Cautious Observer,59.0693,0.2321,0.6235,0.4277,0.7592,0.6407,0.8947,0.7543,0.3490,0.3736,0.2577
ALPHA-21-420,73,Female,The Cautious Observer,68.6126,0.4170,0.9121,0.3569,0.6029,0.7952,0.8954,0.9339,0.2001,0.1488,0.6693
ALPHA-13-004,31,Female,The Stoic Engineer,51.7366,0.3579,0.3075,0.1244,0.6157,0.7371,0.6591,0.6320,0.7949,0.2551,0.4986
ALPHA-97-671,33,Male,The Idealistic Activist,65.7144,0.7407,0.7820,0.9036,0.4078,0.8155,0.3011,0.4234,0.2272,0.8099,0.4645
ALPHA-62-302,24,Male,The Community Builder,70.0288,0.8669,0.3943,0.8154,0.4067,0.3572,0.4300,0.2547,0.7246,0.9549,0.8677
ALPHA-45-284,71,Male,The Community Builder,61.2768,0.6531,0.6422,0.9581,0.5291,0.8609,0.4426,0.2749,0.6688,0.7878,0.5751
ALPHA-76-317,30,Female,The Cautious Observer,64.7709,0.2432,0.6018,0.6222,0.3097,0.4853,0.6659,0.7776,0.7049,0.3904,0.4272
ALPHA-83-899,43,Male,The Stoic Engineer,58.2991,0.6448,0.4611,0.5167,0.5677,0.8304,0.7848,0.6728,0.7935,0.1509,0.1620
ALPHA-01-644,16,Male,The Stoic Engineer,66.5749,0.5027,0.3994,0.6521,0.8819,0.9083,0.7735,0.8712,0.7175,0.1968,0.1718
ALPHA-10-044,37,Male,The Community Builder,76.3228,0.8156,0.8672,0.9266,0.1624,0.8351,0.7952,0.8552,0.8935,0.9150,0.5071
ALPHA-25-543,22,Female,The Idealistic Activist,57.0841,0.5062,0.7580,0.9502,0.3124,0.1887,0.2586,0.3946,0.8563,0.8873,0.5482
ALPHA-89-743,48,Female,The Stoic Engineer,56.7850,0.5309,0.3652,0.2250,0.2003,0.6282,0.7436,0.6059,0.7763,0.2211,0.3989
ALPHA-20-805,44,Male,The Cautious Observer,65.5292,0.3908,0.6030,0.4482,0.3257,0.4974,0.7071,0.7440,0.4162,0.3112,0.5933
ALPHA-84-672,43,Male,The Stoic Engineer,64.0936,0.3773,0.4316,0.2798,0.6650,0.6135,0.8104,0.5711,0.8462,0.2053,0.7846
ALPHA-33-566,35,Male,The Community Builder,72.6088,0.8316,0.8054,0.9611,0.1698,0.2080,0.6876,0.6341,0.3357,0.7122,0.6258
ALPHA-62-578,66,Male,The Ambitious Entrepreneur,59.7604,0.6284,0.2126,0.7739,0.8220,0.7151,0.3938,0.3945,0.6087,0.8965,0.4702
ALPHA-93-177,50,Female,The Idealistic Activist,68.7885,0.7517,0.3305,0.7602,0.1009,0.8628,0.3828,0.4323,0.4661,0.9021,0.8650
ALPHA-46-954,38,Female,The Community Builder,66.2833,0.6851,0.1808,0.7305,0.5052,0.4052,0.4535,0.3952,0.1465,0.7339,0.7592
ALPHA-92-788,37,Male,The Idealistic Activist,64.5856,0.8868,0.4722,0.9437,0.2801,0.8799,0.4058,0.2718,0.3562,0.6778,0.2928
ALPHA-11-233,73,Female,The Idealistic Activist,53.3886,0.8904,0.4554,0.7768,0.7252,0.7140,0.2310,0.2128,0.7544,0.8551,0.3697
ALPHA-63-544,30,Male,The Idealistic Activist,59.5096,0.6181,0.5271,0.7397,0.8559,0.1968,0.1895,0.3972,0.7196,0.7726,0.7523
ALPHA-98-588,40,Male,The Community Builder,69.8570,0.7220,0.8968,0.9179,0.3900,0.4473,0.4512,0.5622,0.8611,0.8117,0.5001
ALPHA-99-261,46,Male,The Cautious Observer,66.6180,0.4716,0.9048,0.6312,0.7847,0.4399,0.8279,0.7031,0.1183,0.1070,0.3654
ALPHA-04-798,20,Female,The Idealistic Activist,67.2935,0.7469,0.6361,0.9802,0.7625,0.1076,0.3199,0.4564,0.4038,0.6744,0.4141
ALPHA-84-282,36,Female,The Cautious Observer,53.2649,0.4651,0.8634,0.1718,0.3944,0.4281,0.6077,0.8381,0.7319,0.1149,0.3758
ALPHA-86-641,58,Female,The Idealistic Activist,63.0899,0.7999,0.4014,0.8315,0.7470,0.2689,0.2008,0.4597,0.8307,0.9054,0.2572
ALPHA-86-261,54,Female,The Disillusioned Artist,52.3540,0.4656,0.6941,0.4462,0.7922,0.7497,0.3129,0.3105,0.6971,0.5920,0.3864
ALPHA-47-229,32,Male,The Cautious Observer,74.8955,0.2932,0.6210,0.7044,0.5044,0.8303,0.8750,0.8726,0.5268,0.2081,0.7298
ALPHA-28-036,48,Male,The Stoic Engineer,60.1168,0.5644,0.4158,0.7200,0.2953,0.9182,0.7761,0.6631,0.8039,0.3510,0.1537
ALPHA-90-893,16,Male,The Ambitious Entrepreneur,37.4435,0.3012,0.1977,0.1387,0.8444,0.7856,0.4734,0.3345,0.8415,0.5793,0.2084
ALPHA-81-850,46,Male,The Idealistic Activist,66.7599,0.8101,0.6379,0.7491,0.4258,0.3991,0.2536,0.4723,0.1941,0.8799,0.8858
ALPHA-16-063,52,Male,The Idealistic Activist,57.3521,0.5722,0.6474,0.8056,0.3855,0.1528,0.3254,0.3511,0.3639,0.7492,0.6860
ALPHA-45-983,47,Male,The Community Builder,81.6075,0.8971,0.8967,0.8764,0.3076,0.5391,0.4268,0.8233,0.8288,0.8158,0.7977
ALPHA-13-184,22,Female,The Idealistic Activist,59.5307,0.6084,0.3027,0.9072,0.8115,0.8790,0.3418,0.2858,0.6494,0.7612,0.2654
ALPHA-79-986,39,Female,The Stoic Engineer,59.1637,0.6460,0.4534,0.1410,0.4068,0.6683,0.7558,0.5082,0.8845,0.3202,0.5521
ALPHA-67-986,39,Female,The Idealistic Activist,62.2447,0.5709,0.8377,0.8729,0.5465,0.4209,0.1492,0.4173,0.2024,0.7960,0.5445
ALPHA-98-129,36,Male,The Ambitious Entrepreneur,46.1733,0.2824,0.8965,0.5611,0.9209,0.6016,0.5469,0.1802,0.8431,0.6111,0.4774
ALPHA-67-177,24,Female,The Stoic Engineer,74.5169,0.4248,0.3383,0.6129,0.5414,0.6383,0.8834,0.8529,0.7006,0.3965,0.6391
ALPHA-47-742,43,Female,The Stoic Engineer,58.5595,0.6030,0.4569,0.4577,0.7039,0.8820,0.8099,0.7031,0.9544,0.2920,0.1179
ALPHA-91-368,48,Female,The Cautious Observer,72.9572,0.4951,0.7806,0.8637,0.5391,0.5613,0.6750,0.8046,0.3769,0.3144,0.7106
ALPHA-53-450,58,Female,The Stoic Engineer,61.1740,0.5801,0.3714,0.1545,0.1190,0.8998,0.8109,0.8439,0.8819,0.2773,0.3289
ALPHA-79-389,16,Female,The Ambitious Entrepreneur,40.1016,0.1222,0.4941,0.2268,0.9087,0.4251,0.3051,0.1954,0.7455,0.6513,0.7833
ALPHA-52-089,58,Female,The Disillusioned Artist,41.2406,0.2436,0.6990,0.6024,0.1418,0.9022,0.1707,0.2936,0.3255,0.3776,0.3982
ALPHA-22-400,29,Male,The Idealistic Activist,55.4124,0.5653,0.5387,0.8309,0.7769,0.1985,0.4639,0.2770,0.6290,0.8107,0.2771
ALPHA-07-265,77,Male,The Ambitious Entrepreneur,45.5999,0.4122,0.4379,0.2482,0.7778,0.8389,0.5120,0.3915,0.6514,0.7256,0.3696
ALPHA-61-563,20,Female,The Cautious Observer,70.0384,0.2062,0.9012,0.5693,0.2340,0.3373,0.7114,0.9893,0.4132,0.2675,0.6713
ALPHA-13-025,55,Female,The Idealistic Activist,56.8588,0.5143,0.5555,0.9123,0.4887,0.7240,0.1803,0.3206,0.5348,0.6439,0.5619
ALPHA-08-647,18,Male,The Disillusioned Artist,49.6920,0.3880,0.7036,0.7198,0.7297,0.7815,0.3277,0.2830,0.5056,0.4003,0.4522
ALPHA-79-300,24,Female,The Disillusioned Artist,56.7901,0.4832,0.5186,0.4829,0.5602,0.9184,0.2440,0.5682,0.5262,0.3171,0.7065
ALPHA-89-801,22,Male,The Disillusioned Artist,46.6587,0.2369,0.6171,0.5430,0.4675,0.8741,0.1927,0.2559,0.8003,0.4871,0.8301
ALPHA-72-686,48,Male,The Community Builder,64.7682,0.8047,0.5555,0.7306,0.2328,0.6229,0.4683,0.2984,0.3511,0.7886,0.5595
ALPHA-85-068,51,Male,The Ambitious Entrepreneur,44.3810,0.2404,0.8571,0.6814,0.8953,0.3114,0.5780,0.2217,0.7004,0.8630,0.2354
ALPHA-26-173,27,Female,The Stoic Engineer,61.2768,0.3020,0.2716,0.6916,0.1845,0.9432,0.9463,0.6218,0.8599,0.3715,0.1617
ALPHA-29-194,16,Female,The Ambitious Entrepreneur,53.6486,0.7852,0.5966,0.3646,0.8532,0.3653,0.5279,0.2837,0.6906,0.5168,0.1441
ALPHA-73-127,64,Male,The Cautious Observer,51.7854,0.2013,0.7095,0.3493,0.6586,0.1665,0.6833,0.7543,0.1929,0.1674,0.2990
ALPHA-22-520,47,Female,The Disillusioned Artist,53.3705,0.2848,0.6195,0.5492,0.7016,0.9582,0.3689,0.2180,0.7409,0.3992,0.7367
ALPHA-44-722,80,Male,The Ambitious Entrepreneur,59.2285,0.3252,0.2141,0.5990,0.9147,0.7337,0.4406,0.2231,0.7633,0.5704,0.7676
ALPHA-47-172,46,Female,The Community Builder,73.7851,0.7859,0.8632,0.7897,0.8900,0.2391,0.6911,0.8590,0.3157,0.8323,0.5863
ALPHA-29-749,60,Male,The Idealistic Activist,63.6552,0.5611,0.7166,0.9295,0.2367,0.1992,0.1799,0.4393,0.2011,0.6019,0.7300
ALPHA-84-038,22,Male,The Stoic Engineer,57.4532,0.3549,0.4610,0.2970,0.8175,0.7016,0.8532,0.6799,0.9725,0.1938,0.1228
ALPHA-23-087,57,Female,The Ambitious Entrepreneur,40.5368,0.1645,0.3447,0.4912,0.8039,0.8696,0.3523,0.1250,0.7389,0.7715,0.4626
ALPHA-27-922,52,Female,The Idealistic Activist,62.5909,0.8123,0.8229,0.9461,0.3246,0.5268,0.1674,0.3177,0.4374,0.8438,0.6154
ALPHA-15-319,36,Female,The Cautious Observer,73.4967,0.2463,0.6376,0.6784,0.5331,0.5457,0.8941,0.7705,0.6071,0.3757,0.6735
ALPHA-20-121,28,Male,The Cautious Observer,56.8735,0.2711,0.6266,0.1494,0.1387,0.8384,0.8506,0.9608,0.3085,0.2733,0.2909
ALPHA-87-153,49,Male,The Ambitious Entrepreneur,62.9052,0.4788,0.8514,0.6849,0.8064,0.1746,0.6482,0.3387,0.6415,0.7270,0.6420
ALPHA-16-589,26,Female,The Community Builder,62.2788,0.7783,0.5355,0.9070,0.4268,0.6914,0.4911,0.2936,0.8094,0.8132,0.6039
ALPHA-79-023,60,Male,The Idealistic Activist,61.3747,0.8813,0.2785,0.7707,0.5146,0.3345,0.4191,0.2313,0.6023,0.6715,0.1910
ALPHA-92-652,55,Male,The Disillusioned Artist,49.6745,0.1225,0.7481,0.6423,0.6216,0.8998,0.3544,0.2534,0.1982,0.4328,0.8815
ALPHA-20-083,48,Female,The Cautious Observer,69.9110,0.2042,0.8803,0.3624,0.7979,0.1095,0.6160,0.9811,0.5107,0.2298,0.8768
ALPHA-24-594,18,Female,The Idealistic Activist,59.9713,0.6445,0.2589,0.9534,0.5769,0.1380,0.2394,0.3532,0.5187,0.6297,0.5895
ALPHA-32-381,51,Male,The Idealistic Activist,63.1987,0.8728,0.4389,0.8785,0.3565,0.8483,0.1189,0.4822,0.1117,0.9282,0.5111
ALPHA-72-587,64,Male,The Community Builder,58.7879,0.6137,0.2951,0.8065,0.6242,0.6207,0.5231,0.1309,0.7493,0.9119,0.7954
ALPHA-33-323,18,Male,The Ambitious Entrepreneur,52.3651,0.2330,0.2581,0.4593,0.7990,0.7866,0.6286,0.2496,0.6079,0.8890,0.3006
ALPHA-73-620,19,Male,The Community Builder,64.7138,0.6898,0.2296,0.7962,0.1344,0.8643,0.6320,0.3886,0.2417,0.9614,0.7599
ALPHA-96-688,38,Female,The Stoic Engineer,66.7254,0.6338,0.4008,0.4794,0.3881,0.8577,0.9162,0.7444,0.8992,0.2365,0.6222
ALPHA-76-743,45,Female,The Cautious Observer,68.1723,0.2684,0.7073,0.6080,0.7097,0.3112,0.7212,0.9075,0.4528,0.3889,0.4121
ALPHA-67-025,49,Male,The Cautious Observer,53.2982,0.3976,0.7552,0.1275,0.5032,0.6824,0.6663,0.7046,0.8022,0.2593,0.5976
ALPHA-66-117,31,Female,The Disillusioned Artist,45.8922,0.2830,0.6085,0.5427,0.3549,0.8241,0.2801,0.2394,0.5948,0.5279,0.4997
ALPHA-46-079,38,Male,The Cautious Observer,62.1465,0.3237,0.9136,0.2710,0.4374,0.1525,0.6444,0.9731,0.7875,0.3263,0.5452
ALPHA-62-585,73,Female,The Cautious Observer,68.8813,0.2083,0.8085,0.7001,0.6708,0.3730,0.7127,0.7927,0.3742,0.2813,0.5952
ALPHA-93-927,28,Male,The Ambitious Entrepreneur,40.8243,0.2254,0.8944,0.1864,0.7363,0.4069,0.3707,0.2995,0.6526,0.5885,0.4165
ALPHA-96-201,60,Male,The Stoic Engineer,72.3065,0.4830,0.3567,0.5851,0.1129,0.8624,0.7025,0.8084,0.9586,0.1776,0.7279
ALPHA-77-888,58,Female,The Stoic Engineer,63.1376,0.6811,0.3497,0.2806,0.2040,0.8517,0.8186,0.7390,0.9893,0.1256,0.1307
ALPHA-91-082,40,Male,The Ambitious Entrepreneur,58.0769,0.8904,0.8049,0.4510,0.8477,0.6419,0.4070,0.1585,0.8293,0.8971,0.6071
ALPHA-92-057,44,Male,The Idealistic Activist,55.2592,0.8418,0.7619,0.9781,0.1715,0.7329,0.4491,0.2588,0.8706,0.8893,0.1507
ALPHA-57-101,43,Male,The Cautious Observer,62.5035,0.2509,0.7810,0.6258,0.4025,0.6365,0.6551,0.9129,0.8456,0.2892,0.6552
ALPHA-23-040,52,Male,The Stoic Engineer,56.3125,0.4967,0.3118,0.1190,0.2407,0.9132,0.8587,0.6240,0.8707,0.1485,0.2929
ALPHA-39-077,60,Female,The Idealistic Activist,66.0063,0.6990,0.5136,0.7903,0.3428,0.1694,0.1725,0.3417,0.7145,0.6129,0.7933
ALPHA-54-267,44,Female,The Disillusioned Artist,47.7312,0.3300,0.8165,0.4379,0.2005,0.9880,0.1588,0.2850,0.2020,0.5299,0.5921
ALPHA-04-012,36,Female,The Community Builder,64.2774,0.9159,0.8742,0.8639,0.1832,0.2316,0.4332,0.2389,0.6766,0.9665,0.6993
ALPHA-80-812,57,Female,The Stoic Engineer,58.3880,0.5141,0.2888,0.2792,0.3966,0.7003,0.8821,0.6295,0.7860,0.1816,0.4410
ALPHA-17-651,40,Female,The Cautious Observer,63.2166,0.4171,0.6162,0.8137,0.2557,0.1371,0.7893,0.9243,0.6155,0.3789,0.1107
ALPHA-19-153,16,Male,The Community Builder,70.7795,0.6856,0.7427,0.7864,0.7516,0.8261,0.5069,0.8324,0.1229,0.7512,0.8000
ALPHA-20-405,38,Female,The Disillusioned Artist,44.2502,0.4473,0.8775,0.5643,0.1529,0.9120,0.2032,0.3761,0.2303,0.5031,0.2281
ALPHA-53-117,51,Male,The Idealistic Activist,55.5591,0.5087,0.1515,0.8993,0.7041,0.8042,0.3167,0.3069,0.3759,0.8002,0.4832
ALPHA-50-226,33,Female,The Ambitious Entrepreneur,65.6278,0.6410,0.1885,0.7824,0.9541,0.4663,0.6156,0.1434,0.8925,0.8671,0.5757
ALPHA-60-326,49,Female,The Ambitious Entrepreneur,57.1578,0.5820,0.5729,0.8537,0.8177,0.1103,0.6180,0.1241,0.6973,0.6786,0.1394
ALPHA-05-877,35,Female,The Idealistic Activist,69.6737,0.7522,0.7275,0.9689,0.8250,0.5117,0.3312,0.4109,0.1222,0.6599,0.6799
